Name.1,Folder Path
A Civil Campaign,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\12 - A Civil Campaign\
Winterfair Gifts,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\12.1 - Winterfair Gifts\
Captain Vorpatril's Alliance,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\14 - Captain Vorpatril's Alliance\
CryoBurn,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\15 - CryoBurn\
Gentleman Jole and the Red Queen,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\16 - Gentleman Jole and the Red Queen\
The Curse of Chalion,A:\Lois McMaster Bujold\_World of the Five Gods Series\01 - The Curse of Chalion\
Paladin of Souls,A:\Lois McMaster Bujold\_World of the Five Gods Series\02 - Palladin of Souls\
The Hallowed Hunt,A:\Lois McMaster Bujold\_World of the Five Gods Series\03 - The Hallowed Hunt\
The Light at the Bottom of the World,A:\London Shah\The Light at the Bottom of the World\
Goddess in the Machine,A:\Lora Beth Johnson\Goddess in the Machine\
Megan's Mark,A:\Lora Leigh\_Breeds Series\07 - Megan's Mark\
Harmony's Way,A:\Lora Leigh\_Breeds Series\08 - Harmony's Way\
Wolfe's Hope,A:\Lora Leigh\_Breeds Series\10 - Wolfe's Hope\
Dawn's Awakening,A:\Lora Leigh\_Breeds Series\14 - Dawn's Awakening\
Mercury's War,A:\Lora Leigh\_Breeds Series\16 - Mercury's War\
Coyote's Mate,A:\Lora Leigh\_Breeds Series\18 - Coyote's Mate\
Bengal's Heat,A:\Lora Leigh\_Breeds Series\20 - Bengal's Heart\
Lion's Heat,A:\Lora Leigh\_Breeds Series\21 - Lion's Heat\
Styx's Storm,A:\Lora Leigh\_Breeds Series\22 - Styx's Storm\
Navarro's Promise,A:\Lora Leigh\_Breeds Series\24 - Navarro's Promise\
An Inconvenient Mate,A:\Lora Leigh\_Breeds Series\25 - An Inconvenient Mate\
Lawe's Justice,A:\Lora Leigh\_Breeds Series\26 - Lawe's Justice\
Stygian's Honor,A:\Lora Leigh\_Breeds Series\27 - Stygian's Honor\
The Devil's Due,A:\Lora Leigh\_Breeds Series\28 - The Devil's Due\
Rule Breaker,A:\Lora Leigh\_Breeds Series\29 - Rule Breaker\
Bengal's Quest,A:\Lora Leigh\_Breeds Series\30 - Bengal's Quest\
Wake a Sleeping Tiger,A:\Lora Leigh\_Breeds Series\31 - Wake a Sleeping Tiger\
Cross Breed,A:\Lora Leigh\_Breeds Series\32 - Cross Breed\
Olivia Twist,A:\Lorie Langdon\Olivia Twist\
The Round House,A:\Louise Erdrich\The Round House\
The Devil's Highway,A:\Luis Alberto Urrea\The Devil's Highway\
Seven Skeletons,A:\Lydia Pyne\Seven Skeletons - The Evolution of the World's Most Famous Human Fossils\
Nightborn,A:\Lynn Viehl\_Lords of the Darkyn Series\01 -  Nightborn\
A Bite to Remember,A:\Lynsay Sands\_Argeneau Vampires Series\05 - A Bite to Remember\
Bite Me If You Can,A:\Lynsay Sands\_Argeneau Vampires Series\06 - Bite Me If You Can\
Vampires are Forever,A:\Lynsay Sands\_Argeneau Vampires Series\08 - Vampires Are Forever\
The Rogue Hunter,A:\Lynsay Sands\_Argeneau Vampires Series\10 - The Rogue Hunter\
The Reluctant Vampire,A:\Lynsay Sands\_Argeneau Vampires Series\15 - The Reluctant Vampire\
The Trouble with Vampires,A:\Lynsay Sands\_Argeneau Vampires Series\29 - The Trouble with Vampires\
Immortal Born,A:\Lynsay Sands\_Argeneau Vampires Series\30 - Immortal Born\
Immortal Angel,A:\Lynsay Sands\_Argeneau Vampires Series\31 - Immortal Angel\
Devil of the Highlands,A:\Lynsay Sands\_Devil of the Highlands Series\1 - Devil of the Highlands\
Taming the Highland Bride,A:\Lynsay Sands\_Devil of the Highlands Series\2 - Taming the Highland Bride\
The Hellion and the Highlander,A:\Lynsay Sands\_Devil of the Highlands Series\3 - The Hellion and the Highlander\
An English Bride in Scotland,A:\Lynsay Sands\_Highlander Series\01 - An English Bride in Scotland\
The Countess,A:\Lynsay Sands\_Madison Sisters Series\01 - The Countess\
The Heiress,A:\Lynsay Sands\_Madison Sisters Series\02 - The Heiress\
Her Grace's Passion,A:\M. C. Beaton\_Dukes and Desires Series\02 - Her Grace's Passion\
The Witch of Painted Sorrows,A:\M. J. Rose\_Daughters of La Luna Series\01 - The Witch of Painted Sorrows\
The Girl with All the Gifts,A:\M. R. Carey\_The Girl with All the Gifts Series\01 - The Girl with All the Gifts\
A Wrinkle in Time,A:\Madeleine L'engle\_Time Quintet Series\01 - A Wrinkle In Time\
The Song of Achilles,A:\Madeliene Miller\The Song of Achilles\
Miss February,A:\Madison Hayes\Miss February\
Forever,A:\Maggie Stiefvater\_Shiver\03 - Forever\
All the Crooked Saints,A:\Maggie Stiefvater\All the Crooked Saints\
I Am Malala,A:\Malala Yousafzai\I Am Malala\
The Lady From the Black Lagoon,A:\Mallory O'Meara\The Lady from the Black Lagoon\
The Strange Journey of Alice Pendelbury,A:\Marc Levy\The Strange Journey of Alice Pendelbury\
Franchise,A:\Marcia Chatelain\Franchise - The Golden Arches in Black America\
The Great Unknown,A:\Marcus du Sautoy\The Great Unknown\
Midwinterblood,A:\Marcus Sedgwick\Midwinterblood\
The Handmaid's Tale,A:\Margaret Atwood\_Handmaid's Tale Series\01 - The Handmaid's Tale\
The Testaments,A:\Margaret Atwood\_Handmaid's Tale Series\02 - The Testaments\
Oryx and Crake,A:\Margaret Atwood\MaddAddam Trilogy\01 - Oryx and Crake\
MaddAddam,A:\Margaret Atwood\MaddAddam Trilogy\03 - MaddAddam\
The Robber Bride,A:\Margaret Atwood\The Robber Bride\
The Merciful Crow,A:\Margaret Owen\_Merciful Crow Series\01 - The Merciful Crow\
Sorcery of Thorns,A:\Margaret Rogerson\Sorcery of Thorns\
Still Lives,A:\Maria Hummel\Still Lives\
Figuring,A:\Maria Popova\Figuring\
A Natural History of Dragons,A:\Marie Brennan\_Memoirs of Lady Trent Series\01 - A Natural History of Dragons\
The Tropic of Serpents,A:\Marie Brennan\_Memoirs of Lady Trent Series\02 - The Tropic of Serpents\
Voyage of the Basilisk,A:\Marie Brennan\_Memoirs of Lady Trent Series\03 - Voyage of the Basilisk\
In the Labyrinth of Drakes,A:\Marie Brennan\_Memoirs of Lady Trent Series\04 - In the Labyrinth of Drakes\
Within the Sanctuary of Wings,A:\Marie Brennan\_Memoirs of Lady Trent Series\05 - Within the Sanctuary of Wings\
Gods Behaving Badly,A:\Marie Phillips\Gods Behaving Badly\
Saving Montgomery Sole,A:\Mariko Tamaki\Saving Montgomery Sole\
A Taste of Crimson,A:\Marjorie M. Liu\_Crimson City Series\02 - A Taste of Crimson\
Turn Right at Machu Picchu,A:\Mark Adams\Turn Right at Machu Picchu\
The Dumbest Generation,A:\Mark Bauerlein\The Dumbest Generation - How the Digital Age Stupefies Young Americans and Jeopardizes Our Future\
Prince of Thorns,A:\Mark Lawrence\_Broken Empire Series\01 - Prince of Thorns\
The Subtle Art of Not Giving a F_ck,A:\Mark Manson\The Subtle Art of Not Giving a F_ck  A Counterintuitive Approach to Living a Good Life\
Each of Us a Desert,A:\Mark Oshiro\Each of Us a Desert\
The Dorito Effect,A:\Mark Schatzker\The Dorito Effect - The Surprising New Truth About Food and Flavor\
"The Garden of Stones Echoes of Empire, Book 1",A:\Mark T. Barnes\_Echoes of Empire\01 - The Garden of Stones\
Mysterious Stranger,A:\Mark Twain\Mysterious Stranger\
"Black Leopard, Red Wolf","A:\Marlon James\_Dark Star Trilogy\01 - Black Leopard, Red Wolf\"
The Book of Night Women,A:\Marlon James\The Book of Night Women\
Vanguard,"A:\Martha S. Jones\Vanguard - How Black Women Broke Barriers, Won the Vote, and Insisted on Equality for All\"
All Systems Red,A:\Martha Wells\_Murderbot Diaries\01 - All Systems Red\
Riverkeep,A:\Martin Stewart\
SPQR,A:\Mary Beard\SPQR\
The Impersonator,A:\Mary Miley\_Roaring Twenties Series\01 - The Impersonator\
Gulp: Adventures on the Alimentary Canal,A:\Mary Roach\Gulp - Adventures on the Alimentary Canal\
Stiff: The Curious Lives of Human Cadavers,A:\Mary Roach\Stiff - The Curious Lives of Human Cadavers\
Frankenstein,A:\Mary Shelley\Frankenstein\Frankenstein\
Undead and UnWed,A:\MaryJanice Davidson\_Queen Betsy Series\01 - Undead and Unwed\
Undead and Unemployed,A:\MaryJanice Davidson\_Queen Betsy Series\02 - Undead and Unemployed\
Undead and Unappreciated,A:\MaryJanice Davidson\_Queen Betsy Series\03 - Undead and Unappreciated\
Undead and Unreturnable,A:\MaryJanice Davidson\_Queen Betsy Series\04 - Undead and Unreturnable\
Undead and Unpopular,A:\MaryJanice Davidson\_Queen Betsy Series\05 - Undead and Unpopular\
Pym,A:\Mat Johnson\Pym\
How to Stop Time,A:\Matt Haig\How to Stop Time\
Humble Pi,A:\Matt Parker\Humble Pi\
Lovecraft Country,A:\Matt Ruff\Lovecraft Country\
Eighty Days,A:\Matthew Goodman\Eighty Days - Nellie Bly and Elizabeth Bisland's History-Making Race Around the World\
A Taste for Monsters,A:\Matthew J. Kirby\A Taste for Monsters\
The Monk,A:\Matthew Lewis\The Monk\
The Name of the Star,A:\Maureen Johnson\The Name of the Star\
Three Parts Dead,A:\Max Gladstone\_Craft Sequence Series\01 - Three Parts Dead\
Life 3.0,A:\Max Tegmark\Life 3.0\
Meet the Sky,A:\McCall Hoyle\Meet the Sky\
Yaqui Delgado Wants to Kick Your Ass,A:\Meg Medina\Yaqui Delgado Wants to Kick Your Ass\
Sin Eater,A:\Megan Campisi\Sin Eater\
Velocity Weapon,A:\Megan E. O'Keefe\_Protectorate Series\01 - Velocity Weapon\
Stranger,A:\Megan Hart\Stranger\
The Madman's Daughter,A:\Megan Shepherd\_Madman's Daughter Series\01 - The Madman's Daughter\
The Aviator's Wife,A:\Melanie Benjamin\The Aviator's Wife\
The Girls in the Picture,A:\Melanie Benjamin\The Girls in the Picture\
The Hazel Wood,A:\Melissa Albert\_Hazel Wood Series\01 - The Hazel Wood\
The Night Country,A:\Melissa Albert\_Hazel Wood Series\02 - The Night Country\
The Tethered Mage,A:\Melissa Caruso\_Swords and Fire Series\01 - The Tethered Mage\
The Defiant Heir,A:\Melissa Caruso\_Swords and Fire Series\02 - The Defiant Heir\
Titus Groan,A:\Mervyn Peake\_Gormenghast Series\01 - Titus Groans\
Gormenghast,A:\Mervyn Peake\_Gormenghast Series\02 - Gormenghast\
Titus Alone,A:\Mervyn Peake\_Gormenghast Series\03 - Titus Alone\
The Department of Mad Scientists,"A:\Michael Belfiore\The Department of Mad Scientists - Inside DARPA, the Path-Breaking Government Agendy You've Never Heard Of\"
Percival's Planet,A:\Michael Byers\Percival's Planet\
Greenwood,A:\Michael Christie\Greenwood\
The Last Watchman of Old Cairo,A:\Michael David Lukas\The Last Watchman of Old Cairo\
Gone,A:\Michael Grant\_Gone Series\1 - Gone\
"Funny, You Don't Look Autistic","A:\Michael McCreary\Funny, You Don't Look Autistic\"
Full Circle,A:\Michael Palin\Full Circle\
Pole To Pole,A:\Michael Palin\Pole to Pole\
How to Change Your Mind,A:\Michael Pollan\How to Change Your Mind\
Reincarnation Blues,A:\Michael Poore\Reincarnation Blues\
Reading with Patrick,A:\Michelle Kuo\
Becoming,A:\Michelle Obama\Becoming\
The Master and Margarita,A:\Mikhail Bulgakov\The Master and Margarita\
Pachinko,A:\Min Jin Lee\Pachinko\
Apocalypse Scenario #683 The Box,A:\Mira Grant\_Newsflesh Series\0.5 - Apocalypse Scenario 683\
Feed,A:\Mira Grant\_Newsflesh Series\01 - Feed\
Deadline,A:\Mira Grant\_Newsflesh Series\02 - Deadline\
Blackout,A:\Mira Grant\_Newsflesh Series\03 - Blackout\
Feedback,A:\Mira Grant\_Newsflesh Series\04 - Feedback\
Rise: The Complete Newsflesh Collection,A:\Mira Grant\_Newsflesh Series\Rise - Books 1-3\
Mobituaries,A:\Mo Rocca\Mobituaries\
Exit West,A:\Mohsin Hamid\Exit West\
"Peace, Blood, and Understanding","A:\Molly Harper\_Half Moon Hollow Series\15 - Peace, Blood, and Understanding\"
How to Date Your Dragon,A:\Molly Harper\_Mystic Bayou Series\01 - How to Date Your Dragon\
Love and Other Wild Things,A:\Molly Harper\_Mystic Bayou Series\02 - Love and Other Wild Things\
Selkies Are a Girl's Best Friend,A:\Molly Harper\_Mystic Bayou Series\03 - Selkies are a Girl's Best Friend\
Always Be My Banshee,A:\Molly Harper\_Mystic Bayou Series\04 - Always Be My Banshee\
The Broken Kingdoms,A:\N. K. Jemisin\_Inheritance Trilogy\02 - The Broken Kingdoms\
The Fifth Season,A:\N. K. Jemisin\_The Broken Earth Series\01 - The Fifth Season\
The Obelisk Gate,A:\N. K. Jemisin\_The Broken Earth Series\02 - The Obelisk Gate\
The Stone Sky,A:\N. K. Jemisin\_The Broken Earth Series\03 - The Stone Sky\
The City We Became,A:\N. K. Jemisin\The City We Became\
The Candle and the Flame,A:\Nafiza Azad\The Candle and the Flame\
Slave to Sensation,A:\Nalini Singh\_Psy-Changeling Series\01 - Slave to Sensation\
Visions of Heat,A:\Nalini Singh\_Psy-Changeling Series\02 - Visions of Heat\
Caressed by Ice,A:\Nalini Singh\_Psy-Changeling Series\03 - Caressed by Ice\
Mine to Possess,A:\Nalini Singh\_Psy-Changeling Series\04 - Mine to Possess\
Hostage to Pleasure,A:\Nalini Singh\_Psy-Changeling Series\05 - Hostage to Pleasure\
Branded by Fire,A:\Nalini Singh\_Psy-Changeling Series\06 - Branded by Fire\
Blaze of Memory,A:\Nalini Singh\_Psy-Changeling Series\07 - Blaze of Memory\
Bonds of Justice,A:\Nalini Singh\_Psy-Changeling Series\08 - Bonds of Justice\
Kiss of Snow,A:\Nalini Singh\_Psy-Changeling Series\10 - Kiss of Snow\
Lord of the Abyss,A:\Nalini Singh\_Royal House of Shadows Series\04 - Lord of the Abyss\
Skin Folk,A:\Nalo Hopkinson\Skin Folk\
The Salt Roads,A:\Nalo Hopkinson\The Salt Roads\
The Old Drift,A:\Namwali Serpell\The Old Drift\
Beauty and the Clockwork Beast,A:\Nancy Campbell Allen\_Steampunk Proper Romances Series\01 - Beauty and the Clockwork Beast\
Kiss of the Spindle,A:\Nancy Campbell Allen\_Steampunk Proper Romances Series\02 - Kiss of the Spindle\
The Lady in the Coppergate Tower,A:\Nancy Campbell Allen\_Steampunk Proper Romances Series\03 - The Lady in the Coppergate Tower\
White Trash: The 400-Year Untold History of Class in America,A:\Nancy Isenberg\White Trash - The 400-Year Untold History of Class in America\
The Case of the Missing Marquess,A:\Nancy Springer\_Enola Holmes Series\01 - The Case of the Missing Marquess\
The Case of the Left Handed Lady,A:\Nancy Springer\_Enola Holmes Series\02 - The Case of the Left-Handed Lady\
The Case of the Bizarre Bouquets,A:\Nancy Springer\_Enola Holmes Series\03 - The Case of the Bizarre Bouquets\
The Case of the Peculiar Pink Fan,A:\Nancy Springer\_Enola Holmes Series\04 - The Case of the Peculiar Pink Fan\
The Case of the Cryptic Crinoline,A:\Nancy Springer\_Enola Holmes Series\05 - The Case of the Cryptic Crinoline\
Spinning Silver,A:\Naomi Novik\Spinning Silver\
Hench,A:\Natalie Zina Walschots\Hench\
The Scarlet Letter,A:\Nathaniel Hawthorne\The Scarlet Letter\
The Rise and Fall of D.O.D.O,A:\Neal Stephenson & Nicole Galland\The Rise and Fall of D. O. D. O\
Interworld,A:\Neil Gaiman\_Interworld Series\01 - Interworld\
The Silver Dream,A:\Neil Gaiman\_Interworld Series\02 - The Silver Dream\
American Gods,A:\Neil Gaiman\American Gods\
Anansi Boys,A:\Neil Gaiman\Anansi Boys\
Coraline,A:\Neil Gaiman\Coraline\
Fragile Things,A:\Neil Gaiman\FragileThings\
M Is For Magic,A:\Neil Gaiman\M Is For Magic\
Murder Mysteries,A:\Neil Gaiman\Murder Mysteries\
Neverwhere,A:\Neil Gaiman\Neverwhere\
Signal To Noise,A:\Neil Gaiman\Signal To Noise\
Smoke and Mirrors: An Introduction,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Babycakes,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Bay Wolf,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Changes,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Chivalry,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Cold Colors,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Credits,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Desert Wind,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Don't Ask Jack,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Foreign Parts,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Looking For the Girl,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Mouse,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Murder Mysteries,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Nicholas Was,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: One Life Furnished,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Only the End,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Queen of Knives,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Reading The Entrails,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Shoggoths Old Peculiar,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Smoke and Mirrors,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Snow Glass Apples,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Story Introductions,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Sweeper of Dreams,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Tastings,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: The Daughter of Owls,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: The Goldfish,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: The Price,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: The Sea Change,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: The White Road,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Troll Bridge,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Vampire Sestina,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: Virus,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: We Can Get Them,A:\Neil Gaiman\Smoke and Mirrors\
Smoke and Mirrors: When We Went,A:\Neil Gaiman\Smoke and Mirrors\
"Snow, Glass, Apples","A:\Neil Gaiman\Snow, Glass, Apples\"
Speaking in Tongues,A:\Neil Gaiman\Speaking in Tongues\
Stardust,A:\Neil Gaiman\Stardust\
The Monarch of the Glen,A:\Neil Gaiman\The Monarch of the Glen (An American Gods Novella)\
The Neil Gaiman Audio Collection,A:\Neil Gaiman\The Neil Gaiman Audio Collection\
The Neil Gaiman Reader,A:\Neil Gaiman\The Neil Gaiman Reader\
The Comical Tragedy of Mr Punch,A:\Neil Gaiman\The Tragical Comedy or Comical Tragedy of Mr Punch\
The White Road,A:\Neil Gaiman\The White Road\
The Black Tides of Heaven,A:\Neon Yang\_Tensorate Series\01 - The Black Tides of Heaven\
Hazel and Gray Faraway collection,A:\Nic Stone\Hazel and Gray\
Dead Souls,A:\Nicolai Gogol\Dead Souls\
"The Cloak, the Overcoat, and Other Stories","A:\Nicolai Gogol\The Cloak, the Overcoat, and Other Stories (librivox)\"
The Nose: Full Cast,A:\Nicolai Gogol\The Nose - Full Cast\
The Nose,A:\Nicolai Gogol\The Nose\
Crier's War,A:\Nina Varela\_Crier's War\01 - Crier's War\
Iron Heart,A:\Nina Varela\_Crier's War\02 - Iron Heart\
Everfair,A:\Nisi Shawl\Everfair\
Akata Witch,A:\Nnedi Okorafor\_Akata Witch Series\01 - Akata Witch\
Akata Warrior,A:\Nnedi Okorafor\_Akata Witch Series\02 - Akata Warrior\
Binti,A:\Nnedi Okorafor\_Binti Series\1 - Binti\
Home,A:\Nnedi Okorafor\_Binti Series\2 - Home\
The Night Masquerade,A:\Nnedi Okorafor\_Binti Series\3 - The Night Masquerade\
Remote Control,A:\Nnedi Okorafor\Remote Control\
The Bluestocking and the Rake,A:\Norma Darcy\The Bluestocking and the Rake\
The Play of Death,A:\Oliver  Pötzsch\_Hangman's Daughter Series\06 - The Play of Death\
The Council of Twelve,A:\Oliver  Pötzsch\_Hangman's Daughter Series\07 - The Council of Twelve\
Xenocide,A:\Orson Scott Card\_Ender's Series\3 - Xenocide\
Children of the Mind,A:\Orson Scott Card\_Ender's Series\4 - Children of the Mind\
Ender's Shadow,A:\Orson Scott Card\_Ender's Series\5 - Ender's Shadow\
Shadow of the Hegemon,A:\Orson Scott Card\_Ender's Series\6 - Shadow of the Hegemon\
Shadow Puppets,A:\Orson Scott Card\_Ender's Series\7 - Shadow Puppets\
Shadow of the Giant,A:\Orson Scott Card\_Ender's Series\8 - Shadow of the Giant\
The Canterville Ghost,A:\Oscar Wilde\The Canterville Ghost\
My Year of Rest and Relaxation,A:\Ottessa Moshfegh\My Year of Rest and Relaxation\
My Sister the Serial Killer,A:\Oyinkan Braithwaite\My Sister the Serial Killer\
Think Like a Rocket Scientist,A:\Ozan Varol\Think Like a Rocket Scientist\
Cover Her Face,A:\P. D. James\_Adam Dalgliesh Series\01- Cover Her Face\
A Master of Djinn,A:\P. Djeli Clark\_Dead Djinn Universe Series\01 - A Master of Djinn\
Bloodlist,A:\P. N. Elrod\_Vampire Files Series\01 - Bloodlist\
Lifeblood,A:\P. N. Elrod\_Vampire Files Series\02 - Lifeblood\
Alpha and Omega,A:\Patricia Briggs\_Alpha & Omega Series\0.5 - Alpha and Omega\
Cry Wolf,A:\Patricia Briggs\_Alpha & Omega Series\01 - Cry Wolf\
Fair Game,A:\Patricia Briggs\_Alpha & Omega Series\03 - Fair Game\
Burn Bright,A:\Patricia Briggs\_Alpha & Omega Series\05 - Burn Bright\
Wild Sign,A:\Patricia Briggs\_Alpha & Omega Series\06 - Wild Signs\
Dragon Bones,A:\Patricia Briggs\_Hurog Series\1 - Dragon Bones\
Dragon Blood,A:\Patricia Briggs\_Hurog Series\2 - Dragon Blood\
Raven's Shadow,A:\Patricia Briggs\_Raven Duology\01 - Raven's Shadow\
Raven's Strike,A:\Patricia Briggs\_Raven Duology\02 - Raven's Strike\
The Hob's Bargain,A:\Patricia Briggs\The Hob's Bargain\
Ripper The Secret Life of Walter Sickert,A:\Patricia Cornwell\Ripper The Secret Life of Walter Sickert\
The Bards of Bone Plain,A:\Patricia McKillip\The Bards of Bone Plain\
Undermajordomo Minor,A:\Patrick deWitt\Undermajordomo Minor\
Burn,A:\Patrick Ness\Burn\
Becoming Mrs. Lewis,A:\Patti Callahan\Becoming Mrs. Lewis\
Through a Crimson Veil,A:\Patti O'Shea\_Crimson City Series\03 - Through a Crimson Veil\
Dark Awakening,A:\Patti O'Shea\_Crimson City Series\071 - Dark Awakening\
Witches of Lychford,A:\Paul Cornell\_Witches of Lychford\01 - Witches of Lychford\
The Left Hand of God,A:\Paul Hoffman\_Left Hand of God Series\01 - The Left Hand of God\
The Jewel in the Crown,A:\Paul Scott\_Raj Quartet Series\1 - The Jewel in the Crown\
"Shooting Victoria  Madness, Mayhem, and the Rebirth of the British Monarchy","A:\Paul Thomas Murphy\Shooting Victoria  Madness, Mayhem, and the Rebirth of the British Monarchy\"
The Witch's Daughter,A:\Paula Brackston\_Shadow Chronicles Series\01 - The Witch's Daughter\
The Winter Witch,A:\Paula Brackston\_Shadow Chronicles Series\02 - The Winter Witch\
"Lamp Black, Wolf Grey","A:\Paula Brackston\Lamp Black, Wolf Grey\"
The Paris Wife,A:\Paula McLain\The Paris Wife\
Ravished by a Highlander,A:\Paula Quinn\_Children of the Mist\1 - Ravished by a Highlander\
Seduced by a Highlander,A:\Paula Quinn\_Children of the Mist\2 - Seduced by a Highlander\
Tamed by a Highlander,A:\Paula Quinn\_Children of the Mist\3 - Tamed by a Highlander\
Conquered by a Highlander,A:\Paula Quinn\_Children of the Mist\4 - Conquered by a Highlander\
The Good Earth,A:\Pearl S. Buck\The Good Earth\
The Great Tennessee Monkey Trial,A:\Peter Goodchild\The Great Tennessee Monkey Trial\
Poisons From Hemlock to Botox,A:\Peter Macinnis\Poisons  From Hemlock to Botox and the Killer Bean Calabar\
The Secret Wisdom of Nature,"A:\Peter Wohlleben\_Mysteries of Nature Trilogy\03 - The Secret Wisdom of Nature - Trees, Animals, and the Extraordinary Balance of Living Things\"
The Glassblower,A:\Petra Durst-Benning\The Glassblower\
The Library of Lost and Found,A:\Phaedra Patrick\The Library of Lost and Found\
How George Washington Fleeced the Nation and Other Little Secrets Airbrushed From History,A:\Phil Mason\How George Washington Fleeced the Nation  And Other Little Secrets Airbrushed From History\
Napoleon's Hemorrhoids...And Other Small Events that Changed History,A:\Phil Mason\Napoleon's Hemorrhoids  And Other Small Events That Changed History\
Blade Runner,A:\Philip K. Dick\Blade Runner\
UBIK,A:\Philip K. Dick\UBIK\
The Golden Compass,A:\Philip Pullman\_His Dark Materials Series\01 - The Golden Compass\
The Amber Spyglass,A:\Philip Pullman\_His Dark Materials Series\03 - The Amber Spyglass\
Lyra's Oxford,A:\Philip Pullman\_His Dark Materials Series\03.5 - Lyra's Oxford\
The Sisters Brothers,A:\Philip Pullman\_Sally Lockhart Series\2 - The Shadow in the North\
The Tiger in the Well,A:\Philip Pullman\_Sally Lockhart Series\3 - The Tiger in the Well\
Mortal Engines,A:\Philip Reeve\_Mortal Engines Series\01 - Mortal Engines\
"Three Sisters, Three Queens","A:\Philippa Gregory\Three Sisters, Three Queens\"
I Am Livia,A:\Phyllis T. Smith\I Am Livia\
Wielding a Red Sword,A:\Piers Anthony\_Incarnation of Imortality Series\4 -Wielding a Red Sword\
Being a Green Mother,A:\Piers Anthony\_Incarnation of Imortality Series\5 - Being a Green Mother\
For Love of Evil,A:\Piers Anthony\_Incarnation of Imortality Series\6 - For Love of Evil\
And Eternity,A:\Piers Anthony\_Incarnation of Imortality Series\7 - And Eternity\
Phoenix Rising,A:\Pip Ballantine & Tee Morris\_Ministry of Peculiar Occurences Series\01 - Phoenix Rising\
The Dictionary of Lost Words,A:\Pip Williams\The Dictionary of Lost Words\
Hidden Blade,A:\Pippa DaCosta\_Soul Eaters Series\01 - Hidden Blade\
The Boat of a Millian Years,A:\Poul Anderson\The Boat of a Million Years\
Undone,A:\Rachel Caine\_Outcast Season Series\1 - Undone\
Seraphina,A:\Rachel Hartman\_Seraphina Series\01 - Serphina\
The Prince and the Troll,A:\Rainbow Rowell\The Prince and the Troll\
How To,A:\Randall Munroe\how to\
Sia Martinez and the Moonlit Beginning of Everything,A:\Raquel Vasquez Gilliland\Sia Martinez and the Moonlit Beginning of Everything\
Fahrenheit 451,A:\Ray Bradbury\Fahrenheit 451\
The Martian Chronicles,A:\Ray Bradbury\The Martian Chronicles\
Black Sun,A:\Rebecca Roanhorse\Black Sun\
Race to the Sun,A:\Rebecca Roanhorse\Race to the Sun\
The Immortal Life of Henrietta Lacks,A:\Rebecca Skloot\The Immortal Life of Henrietta Lacks\
Slugfest,"A:\Reed Tucker\Slugfest - Inside the Epic, 50-Year Battle Between Marvel and DC\"
Zealot,A:\Reza Aslan\Zealot\
The Ancestor's Tale,A:\Richard Dawkins\The Ancestor's Tale\
The God Delusion,A:\Richard Dawkins\The God Delusion\
